dataTagId,description,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,measureUnit,tagType,group,limRangeLo,limRangeHi,limHi,limHiHi,limLo,limLoLo
F66_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-66,3,,,,Charge,Ratio,1,,,,,,,,,
P8_F3_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-66,3,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F66_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-66,3,,,,Field,Current,1,Amp?,Command,,,,,,,
F66_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-66,3,,,,Field,Current,1,Amp?,,,,,,,,
F66_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-66,3,,,,Field,Peak Voltage,1,V?,,,,,,,,
F66_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-66,3,,,,Field,Spark Rate,1,??,,,,,,,,
F66_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-66,3,,,,Field,Voltage,1,V?,,,,,,,,
P8_F4_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-67,4,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F67_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-67,4,,,,Charge,Current,1,Amp?,Command,,,,,,,
F67_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-67,4,,,,Charge,Ratio,1,,,,,,,,,
P8_F4_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-67,4,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F67_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-67,4,,,,Field,Current,1,Amp?,Command,,,,,,,
F67_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-67,4,,,,Field,Current,1,Amp?,,,,,,,,
F67_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-67,4,,,,Field,Peak Voltage,1,V?,,,,,,,,
F67_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-67,4,,,,Field,Spark Rate,1,??,,,,,,,,
F67_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-67,4,,,,Field,Voltage,1,V?,,,,,,,,
P8_F5_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-68,5,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F68_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-68,5,,,,Charge,Current,1,Amp?,Command,,,,,,,
F68_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-68,5,,,,Charge,Ratio,1,,,,,,,,,
P8_F5_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-68,5,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F68_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-68,5,,,,Field,Current,1,Amp?,Command,,,,,,,
F68_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-68,5,,,,Field,Current,1,Amp?,,,,,,,,
F68_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-68,5,,,,Field,Peak Voltage,1,V?,,,,,,,,
F68_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-68,5,,,,Field,Spark Rate,1,??,,,,,,,,
F68_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-68,5,,,,Field,Voltage,1,V?,,,,,,,,
P8_F6_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-69,6,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F69_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-69,6,,,,Charge,Current,1,Amp?,Command,,,,,,,
F69_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-69,6,,,,Charge,Ratio,1,,,,,,,,,
P8_F6_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-69,6,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F69_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-69,6,,,,Field,Current,1,Amp?,Command,,,,,,,
F69_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-69,6,,,,Field,Current,1,Amp?,,,,,,,,
F69_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-69,6,,,,Field,Peak Voltage,1,V?,,,,,,,,
F69_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-69,6,,,,Field,Spark Rate,1,??,,,,,,,,
F69_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-69,6,,,,Field,Voltage,1,V?,,,,,,,,
P8_F7_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-70,7,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F70_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-70,7,,,,Charge,Current,1,Amp?,Command,,,,,,,
F70_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-70,7,,,,Charge,Ratio,1,,,,,,,,,
P8_F7_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-70,7,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F70_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-70,7,,,,Field,Current,1,Amp?,Command,,,,,,,
F70_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-70,7,,,,Field,Current,1,Amp?,,,,,,,,
F70_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-70,7,,,,Field,Peak Voltage,1,V?,,,,,,,,
F70_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-70,7,,,,Field,Spark Rate,1,??,,,,,,,,
F70_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-70,7,,,,Field,Voltage,1,V?,,,,,,,,
P8_F8_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-71,8,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F71_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-71,8,,,,Charge,Current,1,Amp?,Command,,,,,,,
F71_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-71,8,,,,Charge,Ratio,1,,,,,,,,,
P8_F8_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-71,8,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F71_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-71,8,,,,Field,Current,1,Amp?,Command,,,,,,,
F71_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-71,8,,,,Field,Current,1,Amp?,,,,,,,,
F71_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-71,8,,,,Field,Peak Voltage,1,V?,,,,,,,,
F71_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-71,8,,,,Field,Spark Rate,1,??,,,,,,,,
F71_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-71,8,,,,Field,Voltage,1,V?,,,,,,,,
P8_F9_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-72,9,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F72_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-72,9,,,,Charge,Current,1,Amp?,Command,,,,,,,
F72_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-72,9,,,,Charge,Ratio,1,,,,,,,,,
P8_F9_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-72,9,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F72_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-72,9,,,,Field,Current,1,Amp?,Command,,,,,,,
F72_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-72,9,,,,Field,Current,1,Amp?,,,,,,,,
F72_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-72,9,,,,Field,Peak Voltage,1,V?,,,,,,,,
F72_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-72,9,,,,Field,Spark Rate,1,??,,,,,,,,
F72_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,Field,Field-72,9,,,,Field,Voltage,1,V?,,,,,,,,
P8_GD1_ON_STATUS,Gas distribution screen rapping motor,Boiler,PCFB,ESP,,ESP-4,4,Pass,Pass-2,2,,,,,,,GD Screen Rapping Motor,Status,1,ON,Feedback,,,,,,,
7HLB10CT115_XQ02,FDF-A BRG TMP,Boiler,PCFB,FD Fan,,FDF-A,1,Fan,Fan,1,Bearing,Fan Bearing,1,,,,Metal,Temperature,1,DegC,,,0,150,112.5,135,37.5,15
7HLB10CT116_XQ02,FDF-A BRG TMP,Boiler,PCFB,FD Fan,,FDF-A,1,Fan,Fan,1,Bearing,Fan Bearing,1,,,,Metal,Temperature,2,DegC,,,0,150,112.5,135,37.5,15
7HLB10CT117_XQ02,FDF-A BRG TMP,Boiler,PCFB,FD Fan,,FDF-A,1,Fan,Fan,1,Bearing,Fan Bearing,1,,,,Metal,Temperature,3,DegC,,,0,150,112.5,135,37.5,15
7HLB10CY103_XQ07,FDF-A BRG VIB,Boiler,PCFB,FD Fan,,FDF-A,1,Fan,Fan,1,Bearing,Fan Bearing,1,,,,Metal,Vibration,1,mm/sec,,,0,20,15,18,5,2
7HLB01CP202_XG52,FDF-A LO PR AFT FILT,Boiler,PCFB,FD Fan,,FDF-A,1,Lubricating Oil Filter,LO Filter,1,,,,Outlet,Outlet,1,Lubricating Oil,Pressure,1,Kg/Cm2,,,0,1000,750,900,250,100
7HLB01CP201_XG03,FDF-A LO DP ACR FILT,Boiler,PCFB,FD Fan,,FDF-A,1,Lubricating Oil Filter,LO Filter,1,,,,,,,Lubricating Oil,Differential Pressure,1,Kg/Cm2,,,0,1000,750,900,250,100
7HLB01CF304_XG52,FDF-A LO FLOW,Boiler,PCFB,FD Fan,,FDF-A,1,Lubricating Oil Header,Lubricating Oil Header,1,,,,Outlet,Outlet,1,Lubricating Oil,Flow,1,TPH,,,0,1000,750,900,250,100
7HLB01CP205_XG52,FDF-A LO PR,Boiler,PCFB,FD Fan,,FDF-A,1,Lubricating Oil Header,Lubricating Oil Header,1,,,,Outlet,Outlet,1,Lubricating Oil,Pressure,1,Kg/Cm2,,,0,1000,750,900,250,100
7HLB10AP001_XB11,FDF-A LOP-A FdbkOn,Boiler,PCFB,FD Fan,,FDF-A,1,Lubricating Oil Pump,LO Pump-A,1,,,,,,,,Status,1,ON,Feedback,,0,1,1,1,0,0
7HLB10AP001_XB12,FDF-A LOP-A FdbkOff,Boiler,PCFB,FD Fan,,FDF-A,1,Lubricating Oil Pump,LO Pump-A,1,,,,,,,,Status,1,OFF,Feedback,,0,1,1,1,0,0
7HLB10AP002_XB11,FDF-A LOP-B FdbkOn,Boiler,PCFB,FD Fan,,FDF-A,1,Lubricating Oil Pump,LO Pump-B,2,,,,,,,,Status,1,ON,Feedback,,0,1,1,1,0,0
7HLB10AP002_XB12,FDF-A LOP-B FdbkOff,Boiler,PCFB,FD Fan,,FDF-A,1,Lubricating Oil Pump,LO Pump-B,2,,,,,,,,Status,1,OFF,Feedback,,0,1,1,1,0,0
7HLB01CL201_XG52,FDF-A LO TANK LVL,Boiler,PCFB,FD Fan,,FDF-A,1,Lubricating Oil Tank,Oil Tank,1,,,,,,,Lubricating Oil,Level,1,mm,,,0,1000,750,900,250,100
7HLB10CT114_XQ02,FDF-A MTR BRG TMP DE,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Bearing,Motor Bearing,1,DE,DE,1,Metal,Temperature,1,DegC,,,0,150,112.5,135,37.5,15
7HLB10CY102_XQ07,FDF-A MTR BRG VIB DE,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Bearing,Motor Bearing,1,DE,DE,1,Metal,Vibration,1,mm/sec,,,0,20,15,18,5,2
7HLB10CT101_XQ02,FDF-A MTR BRG TMP NDE,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Bearing,Motor Bearing,1,NDE,NDE,1,Metal,Temperature,1,DegC,,,0,150,112.5,135,37.5,15
7HLB10CY101_XQ07,FDF-A MTR BRG VIB NDE,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Bearing,Motor Bearing,1,NDE,NDE,1,Metal,Vibration,1,mm/sec,,,0,20,15,18,5,2
7HLB10CT102_XQ02,FDF-A MTR WNG TMP-1,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,1,DegC,,,0,150,112.5,135,37.5,15
7HLB10CT104_XQ02,FDF-A MTR WNG TMP-3,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,2,DegC,,,0,150,112.5,135,37.5,15
7HLB10CT106_XQ02,FDF-A MTR WNG TMP-5,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,3,DegC,,,0,150,112.5,135,37.5,15
7HLB10CT108_XQ02,FDF-A MTR WNG TMP-7,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,4,DegC,,,0,150,112.5,135,37.5,15
7HLB10CT110_XQ02,FDF-A MTR WNG TMP-9,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,5,DegC,,,0,150,112.5,135,37.5,15
7HLB10CT112_XQ02,FDF-A MTR WNG TMP-11,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,6,DegC,,,0,150,112.5,135,37.5,15
7HLB10AN001_XQ06,FDF-A MTR CURRENT,Boiler,PCFB,FD Fan,,FDF-A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,AMP,,,0,250,187.5,225,62.5,25
7HLB10AA101,FD FCM-A ctrl Damper ,Boiler,PCFB,FD Fan,,FDF-A,1,,,,Control Damper,Control Damper,1,,,,,Position,1,??,Feedback,,,,,,,
7HLB10AA101_XQ50,No description,Boiler,PCFB,FD Fan,,FDF-A,1,,,,Control Damper,Control Damper,1,,,,,Position,2,??,Feedback,,,,,,,
7HLA10CP101_XQ01,FDF-A O/L PR,Boiler,PCFB,FD Fan,,FDF-A,1,,,,,,,Outlet,Discharge,1,Secondary Air,Pressure,1,mmwc,,,0,350,262.5,315,87.5,35
7HLA10CT101_XQ02,FDF-A O/L TMP,Boiler,PCFB,FD Fan,,FDF-A,1,,,,,,,Outlet,Discharge,1,Secondary Air,Temperature,1,DegC,,,0,100,75,90,25,10
7HLB01CP204_XG52,FDF-A CO PR,Boiler,PCFB,FD Fan,,FDF-A,1,,,,,,,,,,Control Oil,Pressure,1,Kg/Cm2,,,0,1000,750,900,250,100
7HLB01CP203_XG03,FDF-A CO PR,Boiler,PCFB,FD Fan,,FDF-A,1,,,,,,,,,,Control Oil,Pressure,2,Kg/Cm2,,,0,1000,750,900,250,100
7HBK01EZ100_XE72,FD FAN A OFF CH1,Boiler,PCFB,FD Fan,,FDF-A,1,,,,,,,,,,,Status,1,OFF,Feedback,,,,,,,
7HBK01EZ200_XE72,FD FAN A OFF CH2,Boiler,PCFB,FD Fan,,FDF-A,1,,,,,,,,,,,Status,2,OFF,Feedback,,,,,,,
7HBK01EZ300_XE72,FD FAN A OFF CH3,Boiler,PCFB,FD Fan,,FDF-A,1,,,,,,,,,,,Status,3,OFF,Feedback,,,,,,,
7HLB10AN001_XB11,FDF-A FdbkOn,Boiler,PCFB,FD Fan,,FDF-A,1,,,,,,,,,,,Status,1,ON,Feedback,,0,1,1,1,0,0
7HLB10AN001_XB12,FDF-A (OFF F/B),Boiler,PCFB,FD Fan,,FDF-A,1,,,,,,,,,,,Status,1,OFF,Feedback,,,,,,,
7HLB20CT115_XQ02,FDF-B BRG TMP,Boiler,PCFB,FD Fan,,FDF-B,2,Fan,Fan,1,Bearing,Fan Bearing,1,,,,Metal,Temperature,1,DegC,,,0,150,112.5,135,37.5,15
7HLB20CT116_XQ02,FDF-B BRG TMP,Boiler,PCFB,FD Fan,,FDF-B,2,Fan,Fan,1,Bearing,Fan Bearing,1,,,,Metal,Temperature,2,DegC,,,0,150,112.5,135,37.5,15
7HLB20CT117_XQ02,FDF-B BRG TMP,Boiler,PCFB,FD Fan,,FDF-B,2,Fan,Fan,1,Bearing,Fan Bearing,1,,,,Metal,Temperature,3,DegC,,,0,150,112.5,135,37.5,15
7HLB20CY103_XQ07,FDF-B BRG VIB,Boiler,PCFB,FD Fan,,FDF-B,2,Fan,Fan,1,Bearing,Fan Bearing,1,,,,Metal,Vibration,1,mm/sec,,,0,20,15,18,5,2
7HLB02CP202_XG52,FDF-B LO PR AFT FILT,Boiler,PCFB,FD Fan,,FDF-B,2,Lubricating Oil Filter,LO Filter,1,,,,Outlet,Outlet,1,Lubricating Oil,Pressure,1,Kg/Cm2,,,0,1000,750,900,250,100
7HLB02CP201_XG03,FDF-B LO DP ACR FILT,Boiler,PCFB,FD Fan,,FDF-B,2,Lubricating Oil Filter,LO Filter,1,,,,,,,Lubricating Oil,Differential Pressure,1,Kg/Cm2,,,0,1000,750,900,250,100
7HLB02CF304_XG52,FDF-B LO FLOW,Boiler,PCFB,FD Fan,,FDF-B,2,Lubricating Oil Pump,LO Pump,1,,,,Outlet,Discharge,1,Lubricating Oil,Flow,1,TPH,,,0,1000,750,900,250,100
7HLB02CP205_XG52,FDF-B LO PR,Boiler,PCFB,FD Fan,,FDF-B,2,Lubricating Oil Pump,LO Pump,1,,,,Outlet,Outlet,1,Lubricating Oil,Pressure,2,Kg/Cm2,,,0,1000,750,900,250,100
7HLB20AP001_XB11,FDF-B LOP-A FdbkOn,Boiler,PCFB,FD Fan,,FDF-B,2,Lubricating Oil Pump,LO Pump-A,1,,,,,,,,Status,1,ON,Feedback,,0,1,1,1,0,0
7HLB20AP001_XB12,FDF-B LOP-A FdbkOff,Boiler,PCFB,FD Fan,,FDF-B,2,Lubricating Oil Pump,LO Pump-A,1,,,,,,,,Status,1,OFF,Feedback,,0,1,1,1,0,0
7HLB20AP002_XB11,FDF-B LOP-B FdbkOn,Boiler,PCFB,FD Fan,,FDF-B,2,Lubricating Oil Pump,LO Pump-B,2,,,,,,,,Status,1,ON,Feedback,,0,1,1,1,0,0
7HLB20AP002_XB12,FDF-B LOP-B FdbkOff,Boiler,PCFB,FD Fan,,FDF-B,2,Lubricating Oil Pump,LO Pump-B,2,,,,,,,,Status,1,OFF,Feedback,,0,1,1,1,0,0
7HLB02CL201_XG52,FDF-B LO TANK LVL,Boiler,PCFB,FD Fan,,FDF-B,2,Lubricating Oil Tank,Oil Tank,1,,,,,,,Lubricating Oil,Level,1,mm,,,0,1000,750,900,250,100
7HLB20CT114_XQ02,FDF-B MTR BRG TMP DE,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Bearing,Motor Bearing,1,DE,DE,1,Metal,Temperature,1,DegC,,,0,150,112.5,135,37.5,15
7HLB20CY102_XQ07,FDF-B MTR BRG VIB DE,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Bearing,Motor Bearing,1,DE,DE,1,Metal,Vibration,1,mm/sec,,,0,20,15,18,5,2
7HLB20CT101_XQ02,FDF-B MTR BRG TMP NDE,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Bearing,Motor Bearing,1,NDE,NDE,1,Metal,Temperature,1,DegC,,,0,150,112.5,135,37.5,15
7HLB20CY101_XQ07,FDF-B MTR BRG VIB NDE,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Bearing,Motor Bearing,1,NDE,NDE,1,Metal,Vibration,1,mm/sec,,,0,20,15,18,5,2
7HLB20CT102_XQ02,FDF-B MTR WNG TMP-1,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,1,DegC,,,0,150,112.5,135,37.5,15
7HLB20CT104_XQ02,FDF-B MTR WNG TMP-3,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,2,DegC,,,0,150,112.5,135,37.5,15
7HLB20CT106_XQ02,FDF-B MTR WNG TMP-5,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,3,DegC,,,0,150,112.5,135,37.5,15
7HLB20CT108_XQ02,FDF-B MTR WNG TMP-7,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,4,DegC,,,0,150,112.5,135,37.5,15
7HLB20CT110_XQ02,FDF-B MTR WNG TMP-9,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,5,DegC,,,0,150,112.5,135,37.5,15
7HLB20CT112_XQ02,FDF-B MTR WNG TMP11,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Metal,Temperature,6,DegC,,,0,150,112.5,135,37.5,15
7HLB20AN001_XQ06,FDF-B MTR CURRENT,Boiler,PCFB,FD Fan,,FDF-B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,AMP,,,0,250,187.5,225,62.5,25
7HLB20AA101,FD FCM-B ctrl Damper ,Boiler,PCFB,FD Fan,,FDF-B,2,,,,Control Damper,Control Damper,1,,,,,Position,1,??,Feedback,,,,,,,
7HLB20AA101_XQ50,FDF-B CONT DMPR (F/B),Boiler,PCFB,FD Fan,,FDF-B,2,,,,Control Damper,Control Damper,1,,,,,Position,1,??,Feedback,,,,,,,
7HLA20CP101_XQ01,FDF-B O/L PR,Boiler,PCFB,FD Fan,,FDF-B,2,,,,,,,Outlet,Discharge,1,Secondary Air,Pressure,1,mmwc,,,0,350,262.5,315,87.5,35
7HLA20CT101_XQ02,FDF-B O/L TMP,Boiler,PCFB,FD Fan,,FDF-B,2,,,,,,,Outlet,Discharge,1,Secondary Air,Temperature,1,DegC,,,0,100,75,90,25,10
7HLB02CP204_XG52,FDF-B CO PR,Boiler,PCFB,FD Fan,,FDF-B,2,,,,,,,,,,Control Oil,Pressure,1,Kg/Cm2,,,0,1000,750,900,250,100
7HLB02CP203_XG03,FDF-B CO PR,Boiler,PCFB,FD Fan,,FDF-B,2,,,,,,,,,,Control Oil,Pressure,2,Kg/Cm2,,,0,1000,750,900,250,100
7HBK01EZ100_XE73,FD FAN B OFF CH1,Boiler,PCFB,FD Fan,,FDF-B,2,,,,,,,,,,,Status,1,OFF,Feedback,,,,,,,
7HBK01EZ200_XE73,FD FAN B OFF CH2,Boiler,PCFB,FD Fan,,FDF-B,2,,,,,,,,,,,Status,2,OFF,Feedback,,,,,,,
7HBK01EZ300_XE73,FD FAN B OFF CH3,Boiler,PCFB,FD Fan,,FDF-B,2,,,,,,,,,,,Status,3,OFF,Feedback,,,,,,,
7HLB20AN001_XB11,FDF-B FdbkOn,Boiler,PCFB,FD Fan,,FDF-B,2,,,,,,,,,,,Status,1,ON,Feedback,,0,1,1,1,0,0
7HLB20AN001_XB12,FDF-B (OFF F/B),Boiler,PCFB,FD Fan,,FDF-B,2,,,,,,,,,,,Status,1,OFF,Feedback,,,,,,,
7HLB20AA101_XJ06,FD FCM-B ctrl Damper Command,Boiler,PCFB,FD Fan,,FDF-B,2,,,,Control Damper,Control Damper,1,,,,,Position,1,,Command,,,,,,,
7HLB10AA101_XJ06,FDF-A CONT DMPR DMD,Boiler,PCFB,FD Fan,,FDF-A,1,,,,Control Damper,Control Damper,1,,,,,Position,1,%,Demand,,0,100,75,90,25,10
